色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
,01:05:37:11,01:07:25:22,D,,,なかなかね、それをですね。 ありがとうございます。 これもあっという間に1時間、就労時間外として。 非常に面白いお話が聞けてますが、2点ちょっとこれも聞いてみたいなという話を入れるとですね。 1個は、今申し上げたのはアメリカの。 戦後の移民排斥みたいな話がある一方で、帝国主義的なで、後半の話かもしれないんですけど、どんどん過ぎて今言ってるじゃないですか。 それっておっきいアメリカみたいな話として考えると、なんかむしろだったらそこではアメリカの裏庭みたいな言い方だから、完全に郊外はあるんですけど。 こっちに戻ろうとしてるのかなっていう話をしようかなというのが一つの大きな話なのかもしれませんが、1個は。 山本さんにぜひいろいろお話をしてもらいたいなと思うのは、その社会的な役割みたいな感じで、役割というよりはどう描いてきたかみたいなこともぜひ。 山本さんのゴジラの話とか好きなもので聞いてみたいだけなんですけど、もし今出てきた流れの中で。 何かカルチャー的な話をちょっと入れていただけると嬉しいなと思った次第です。
,01:07:26:00,01:07:29:02,山本,,なるほどな。,
,01:07:29:04,01:08:17:19,D,,,ちょうどちょうど僕の干支でいうと。 白人というのか、今年のアカデミー賞をとった2作が、どっちも人種問題というか革命みたいな。 一歩は黒人の歴史の話をしていて、もう1個は。 リベラルのまとめ。 なので、その辺をそれこそ炭鉱のカナリア的にいろいろ描いたりしてるよねという。 話をいろいろ思っていたところなので、当時をどう。 描いてきたかみたいな話が。 いや、すいませんんやなと思って聞いてみたいな話を覚えてるんだけど。
,01:08:17:19,01:08:35:05,山本,,だろうね。 何をテーマにするかによって引っ張ってくるポピュラーカルチャーも違うかなって思いますけど。 例えば民主主義とか民っていう感じってことですかね。,
,01:08:35:07,01:08:52:18,D,,,あとは東京の話だと、エリートが全部公共の港から降りようとしているみたいな話も。 どのような立場でというわけではない。 ああ。
Brown,01:08:52:20,01:10:39:03,山本,,ああ、なるほどなあ。 いや、僕はだからサブカルチャーでぱっと思いつくのは、その悪役の描き方なんですけれども、悪役とか殺人犯とかの描き方なんですけど、ある時期まで黒澤明でもそうだし、山崎豊子原作でもそうだけど、その凶悪っていうのは社会が生んだ悪なんだと。 あるいは殺人事件もこれ社会が生んだものなんだというような捉え方っていうのはあるわけですよね。 金弘の立てこもり事件もそうだし。 で、それは確かに今でもそういう見方は有効だっていうふうに思いますけど、サブカルチャーを見ていると、どんどんどんどんですね、こうサイコスリラーの方に70年代、80年代いくわけですね。 頭のおかしい、恐ろしい、大変怖い奴だというふうに変わっていくっていう、そういう犯人像、悪役像が変わっていくっていうのが面白いと思っていて。 で、21世紀に入ると、このヴィランとかって言って、悪のヒーローですねが出てきたりもする。 そういう悪役、私らホラーサブカルチャーって、やっぱり多くの観客が納得する人間像っていうのを一生懸命出していくもんだから、やっぱりそこにはそれはあくまで卵の方でしょうけど、そこにはやっぱりこう、私らの共同主観的な社会像っていうのがどうしても現れると思うんです けど、私は犯罪とかね、悪の表象に社会と個人の関係っていうのが現れているのかなっていうふうに思いますね。 うん。 悪者であってもヒーローになりうるっていうのは、もう21世紀的っていう気が私はしてましたけどね。 そういうところを思いました。 確かに確か。,
,01:10:39:07,01:10:46:12,吉田,仮面ライダーとかでも、誰が正義の味方で誰が悪いものかわかんないですよね。 作ってますよね。 確かにあれだと。 でもね、子供に善悪の判断とかってどうやって教えたらいいんですか？。,,
,01:10:46:14,01:10:50:15,山本,,よくできた脚本なんですよ。あのウルトラマンもそうですけどね。,
,01:10:50:17,01:10:57:20,吉田,ヒーローもの。,,
,01:10:57:22,01:11:07:15,山本,,それはあるでしょう。 ヒーローものの場合は、正義は勝つでいいんだといいんだと思うんですけど、勝った方が正義という、それはそれで問題あるだろうという、それはそれで問題だ。 に押し込めちゃうっていうところも、やっぱり子供向けのサブカルチャーの問題かなという気もしますけどね。,
,01:11:07:16,01:11:09:22,吉田,良くない力の論理です。,,
,01:11:10:00,01:11:17:01,山本,,に押し込めちゃうっていうところも、やっぱり子供向けのサブカルチャーの問題かなという気もしますけどね。,
,01:11:17:03,01:11:44:03,D,,,でも今お話があった今。 ウルトラマンとか仮面ライダーも終わりましたけど。 ウルトラマンだということがよく言われたりとかするように。 そういう善悪の中の子供であっても、それに応えるような思考がまだ。 展開できた時代でもあったけど、もう20世紀を耐えられなくなってきたっていう、そういう語り方もでき。
Brown,01:11:44:05,01:12:51:06,山本,,あっそうですね。 脚本とかのレベルでは、やっぱりこう、戦後の革新運動に関わってた人たちがテレビ業界の脚本とかに行くっていうのが、まず事実ベースとしてはあると思いますけど。 でも一つ言えるのは、今誘導してくださったように言いたいんでしょうね。 子供を馬鹿にし過ぎないっていうか、これでもわかるんだっていう視聴者はこっちについてくるんだっていうね。 そういういい意味での前衛感ていうのは、やっぱりある時期までのサブカルチャーの作り手たちに共有されてるっていうふうに思いますね。 これサブカルチャーだけじゃなくて、メディアもそうだっていうふうに思いますけども、引っ張っていけるっていう自負ですね。 それはある時期までは強く感じますね。 急にある時期から優しくなっていくっていう感じがします。 私が子供の頃くらいになると、もう優しい子供向け文化に親しんできたっていう感じですね。 もう丸いのばっかりでしょう。 ドラえもんもあれもアンパンマンも丸いのばかり。 もうあんなトゲトゲのやついないですよね。 仮面ライダーみたいにね。 仮面ライダーは画面ないで続いてますけど。 ちょっと暴論で失礼しました。,
Brown,01:12:51:08,01:12:58:10,大津留,,,それも社会が子供をどう育てるかが変わってきたということですか。
Brown,01:12:58:12,01:13:18:06,山本,,そうですね、育てるかっていうところまで言えるかわからないけど、やっぱり社会が子供にここまでやったら見せていいの？許容範囲が変わってきた。 子供ある意味、ある意味じゃ温室ある。 ある意味じゃねえ。 それはいいことなんだと思うし、望んだことなんだけれども、それはいろんな領域で言えると思います。,
Brown,01:13:18:06,01:13:29:08,大津留,,,学校の成績表が変わっていくよう。 悪いとは書けない。 みんないいにいいけど下がるよみたいな。
,01:13:29:10,01:14:50:18,吉田,映画でいうと、アメリカのSF映画って基本的に冷戦の従属変数ですよね。 冷戦がどうであるかによって、宇宙人の描き方が変わるっていうパターンがあるんですけど、敵対的だったり友好的だったりするんですけど、最近のプロジェクトメアリーヘイリーっていうのがあるんですけど、結構原作がもともと人気だったんですけど、それを映画化して、そこに出てくる宇宙人が実は地球人と同じ境遇にあるっていう描き方だったんですけどね。 お互い孤独で孤立をしてて、仲間がいなくて、いろんな脅威にさらされているっていう、そういった設定だったんですけど、それを見るとだいぶやっぱりアメリカの世界認識って変わってきたんだなっていうふうに思うんですよね。 今までなんとなく宇宙人と協力したり、あるいは宇宙人をやっつけたり、侵略されてっていう強いアメリカの基本的に描く方だったんだけども、それがむしろアメリカもなんかどんどん衰弱してて、衰弱した向こう側にも衰弱してる相手がいるっていう、なんとなくこう世界観でちょっと新しかった んですよね。 そういった意味でそう言ってるこうアメリカの何かこう、今の自分の外の世界の認識の仕方って変わってきてるのかなっって思いますけど。 そうそうそうそう。 原作を読んでないんですけど。,,
,01:14:50:20,01:14:54:23,山本,,ちょうど今言ってた、ちょっとライアンゴズリングさんのやつですよね。,
,01:14:54:23,01:15:04:07,吉田,ちょっとちょっと期待がそこまで面白かったから。,,
,01:15:04:09,01:15:05:01,山本,,映画はまだ見てないんですよね。,
,01:15:05:01,01:15:10:13,D,,,です。 ありがとうございます。
,01:15:10:15,01:15:11:15,吉田,と言える。,,
,01:15:11:17,01:16:23:05,D,,,興奮してという販売代理店の人なんです。 経過して言うことがあれば。 過去はこれから移動してそうですね。 移動しようかどうしようかもちょっと迷ってるんですけど。 一旦休憩も入れようかなと思いつつ。 この学校はまさに政治的な方がいる。 評価されてここまで空間が広くないのと、そんなにゆったり座れないんです。 新宿にちょっとしたベンチがあるんですが。 それはエンディング。 の場所が存在しないというのがあり。 水飲んだりトイレ行っとなるんだ。 けども、どうも。
,01:16:23:15,01:16:28:03,山本,,じゃ、お手洗いだけでいいというか。 トイレ行くって言って。,
,01:16:28:05,01:16:30:20,D,,,マイクを止めた後。
,01:16:30:22,01:16:31:14,吉田,僕は喫煙体あっ。 じゃないですかね。 なくてもいいんですか？大阪も厳しいです。 最近で。,,
,01:16:31:15,01:16:35:23,D,,,で遊んでいるのか。
,01:16:36:01,01:16:38:02,山本,,厳しいですよ。持っていっても大丈夫。,
,01:16:38:04,01:16:42:18,吉田,がなくてもいいかも。,,
,01:16:42:20,01:16:43:14,山本,,フォーカスをしましょう。,
,01:16:43:14,01:16:44:03,D,,,な？
,01:16:44:05,01:16:44:15,山本,,このままで。,
,01:16:44:15,01:16:47:15,D,,,もらって収録してるので外して。
,01:16:47:17,01:16:49:16,山本,,そうか、そうしましょ。,
,01:16:49:18,01:16:59:10,D,,,うか。ない。 ちょっとここに収まっ。
,01:16:59:12,01:17:00:13,大津留,,,どこに行くかで。
,01:17:00:15,01:24:50:07,D,,,こっち。 皆さんお手洗いと喫煙。 公会堂の中には確実です。 なかなか難しいかもしれ。 マイクそのままの場所に置いておいてください。 みんな離れます。 はいはい。 場所は？そうだ。 バラ園に行くかどうしようか。 バラ行ったところであんまり話が膨らむ話でもないので、公会堂の前か図書館の方考えるのがいいかな。 でも図書館の前まで行っても。 割れやすい場所にして。 だけはちょっと行ってもらおうか。 そうですね、そうですかね。 それでいいと思います。 から、そこはたまに救急車のと聞こえますけど、ここまで。 色々したものがなければ。 その場所でやりましょう、届け出て。 それで後半はもう一回またの場所の話がいいのかなと思うんですけど。 これ以上コミュニティ場を、同じ場には建物を、そういうちょっと市場の話を少し絡めると、民主主義だとかそういう話が出来ているかなと思う。 申し訳ないけど。 今の。 同時に2重構造ができててる。 ということで、聞いてる人に。 アンケートで山本さんがまさにそういうテーマで書いてるだよねと思うので、ちょっと方向性。 を。 がたくさんありすぎて、どれって出そうかなというのであれば、ここだけガイドしてあげればいいかなと思いますけど。 最後のさっきの話の流れがあった上で。 だという話にしてほしい訳。 で、こちらの話をしてみてもいいと思うんですけど。 うんうん。 そうそう。 その流れで出てきてほしい話なんですけど。 もう1。 米さっきの。 面白いと。 近代化というか技術。 という。 アメリカは見える。 構造的にもともと考えてたが。 問題なのか。 それを分かった上でやってるのか。 今までは。 やっぱりその中間のバランスが両方。 構造的に民主主義。 がいいのかなとのが。 考えて言われています。 そうですね。 いやいや、そうそう、そうなんですね。 ちょっとそこがありますので。 でも。 それがあって休憩に入っ。 戻ってきたらごめん。 ねっていう話をしている間に、ちょっともう一回少し。 入って関係性ができてたら。 そうですね、ちょっとこちらとしては期待します。 かなり研究してきました。 現場でははまあまあまあ。 吉田さん、委員会。 はやっぱりここどういうスタンスで。 引き出してもらったりする。 パートはあるとは思うので、前半はいいと思いますけど、過去の話や過去の話って。 今の現在につなげる話としては、市民の拡大みたいなのが一番格好の話かなと思って聞いてたんですけど、でも実はそろそろ、そもそもアメリカの民主主義って言ったら、そもそもフランスに行ってとか、まあそうか、そもそも日本は民主主義ってやっぱりちょっと不足してるみたいな。 そもそもそれぞれのアメリカ。 と。 違いますよね。 国かもしれないけど。 ちょっと市民権の拡大に終始しすぎて、そこはちょっと足りないの。 中ではもうちょっと動いてるんじゃ。 と聞いてるっていう。 もうちょっとお話しできるかもしれないね。 そこは一つのポイントになるかもしれ。 ない。
,01:24:50:09,01:25:13:09,大津留,,,答えたいと思うくらいの感覚です。 感覚。こういう毎週。 感覚こういう。
,01:25:13:11,01:25:24:23,吉田,今回はちょっと長いですけど。 50代で。,,
,01:25:25:01,01:25:47:04,D,,,いつも人ですから長い休憩なしです。
,01:25:47:06,01:26:53:16,大津留,,,えーっと、何回かありまして、レーガンが撃たれた直後から2年間とちょっと、その後開くんですけど、85年、86年で、本当はそこ長くいるつもりだったんですけど、この孫が生まれたもんですから帰ってきまして、で、その後はもう一人で行ったり、子供を連れて行ったりっていうので、最後がオバマの。 選挙戦の時に最後一人で酒が入ったのか、長期で行くのが最後でした。 なかなかね、長期でいても体力がなくなってくると、もうずっとやらなくて、短期で行く方が効率的かなと。 また探していらっしゃったりして、結構わかりにくいんです。 迷って迷ってらっしゃることはないです。 私を待っていらっしゃったら申し訳ない。 大丈夫ですかね。 そういうことはないと私は思っていらっしゃったら申し訳ない。
,01:26:53:18,01:27:26:00,D,,,んですけど。
,01:27:26:02,01:28:00:06,大津留,,,それで大学が禁煙にしたらどうなった？っていう話になって、こうブース喫煙できるブースに卒園ブースとかって。 あって、そこに入ると吸ってると肺が困難になりますっていう写真があったそう。 んですよ。 女の子もするんです。 結構するんですよ。 こっちで勉強会を。 大阪がキャンパス内禁煙っていうのを徹底。
,01:28:00:06,01:28:15:14,D,,,よ。 行くという状態なので。
,01:28:15:16,01:28:55:18,大津留,,,しなさいっていう目標があって、どんどんどんどん近づいてきて。 で、結局喫煙場所を撤去したんですよ。 そしたらね、大学の前のお店が吸い殻入れを置いてくれると。 そこには。
,01:28:55:19,01:29:26:03,D,,,集まりますと。
,01:29:26:05,01:29:30:09,大津留,,,ずっとあそこに人だかりがあるのが何だろうと思って気になってるんですけど、何なんですか？あ、なるほど。 立ってるわけじゃなくて、座ってらっしゃる。
,01:29:30:09,01:29:31:23,D,,,んですか？
,01:29:32:01,01:29:53:06,大津留,,,あ、なるほど。私、立ってるわけじゃなくて、座ってらっしゃる。
,01:29:53:08,01:30:26:04,D,,,工夫していただければ。 歩いて。 市役所まで。
,01:30:26:06,01:31:29:12,大津留,,,走ろう。 こちらへ帰ったところがありますね。 いいですよ。 ただ統計なかなか。 こちら行かれたことがあります。 ただ時計か何か結構残ってます。 なかなかなかった。
,01:31:29:14,01:31:31:22,D,,,ね。喫煙所探してすいません。
,01:31:31:22,01:31:33:09,山本,,申し訳ありません。 面倒くさそうそうそう。長島から出て。,
,01:31:33:11,01:31:34:12,大津留,,,がなかった。
,01:31:37:06,01:31:39:11,吉田,良かった。 仲間がいて。 この島の中はダメなんです。 島から出ました。 そこも禁煙って書いてあっ。,,
,01:31:39:15,01:31:40:17,山本,,出て。駐車場に入って。,
,01:31:40:17,01:31:41:16,D,,,出てしまうから。
,01:31:41:18,01:31:45:12,吉田,島から出ました。,,
,01:31:45:14,01:31:48:03,山本,,で、駐車場に入って。,
,01:31:48:05,01:31:54:13,吉田,ああそう。映像をお見せ。喫煙可能点が最近ちょっと良く。,,
,01:31:54:15,01:31:56:16,D,,,そうでした。
,01:31:56:18,01:32:10:08,吉田,そこで吸ってるおっちゃんい。 そこで吸ってるんですよ。,,
,01:32:10:10,01:32:19:02,山本,,みんなそうそう。いい塩梅で場所を見つけて。,
,01:32:19:04,01:34:21:17,D,,,から後半に行きましょう。 後半番組のちょうど切り替えででっかいニュースが挟まって後半になっています。 冒頭はまた大阪で収録しているよみたいな話が出るといいなと思うんですけど。 多分、吉田さんが最初に言っていた中島来ると思いますみたいな話をぜひ聞いてみたいので、その話からでもいいですし、あとは公会堂の話だけじゃなくて、大阪府庁というのはもう結構特徴のある建物ではあるでしょうね。 大阪というのは東京から独立しているということ。 そこは大阪出身の山本さん。 ぜひいろいろと東京をどう見ているかみたいな話でもいいんですけど、そういう中之島から撮ってますよみたいなことをぜひ立ち上げて使っていただいて。 大阪でいうと、そもそも民主主義って何だという話をいろいろグリーンとは何だみたいな話からしていただきましたけれども。 民主主義という政治制度を考えるようになって、教科書的かもしれませんが、いろいろ歴史の勉強にならない程度にいろいろ振り返りつつ話をスタートしていきたいなと。 番組後半は神戸会場があった場所ですので、ぜひちょっと資本主義との絡みみたいなのもいただきたいなという大枠の流れでございます。 また、1時間ほど収録できたかなと思いますので、よろしくお願いします。 風景の話からぜひお願いします。
,01:34:21:19,01:34:27:22,大津留,,,さっきもそうなんですよ。あそこの人だかりは何なんだろうと思ったら、前から。
,01:34:28:00,01:34:35:01,山本,,たら、頭ですよ。彼らが海、川を覗いてね。確かにパリっぽいかも。,
,01:34:35:03,01:34:58:13,吉田,的にはね。 セーヌ川沿いにブキニストっていう古本屋さんが並んでいるのが有名ですよね。 そう。 で、パリオリンピックの時はあれを撤去させて強制的にそれで問題になったんですけど、ちょうど開会式をあそこでやるのでっていうので、今戻ってきてますけどね。,,
,01:34:58:15,01:35:19:00,山本,,その古本屋の話、そうですけれども、この辺確かにきれいですけど、ちょっと整然としすぎてるっていうところがね、あってね。 うん。 それはもうできることとできへんことがいろいろ決められてて、実は居心地いいように見えて、果たしてっていうところは感じますけどね。 この辺ね。,
Brown,01:35:19:01,01:35:37:18,吉田,なるほどね。 だから人工的に公共の場所を作るって基本難しいんじゃないですか。 やっぱり歴史的な積み重ねがあったり、解放区みたいなもんじゃないですか。 そこが何か行政がお金をつけたり、デベロッパーが開発したり、何かそういった公共を作るのって多分本来の公共じゃないんだろうなと思います。,,
Brown,01:35:37:18,01:35:40:02,D,,,公共じゃないんだろうなと。
Brown,01:35:40:04,01:35:47:04,山本,,そうですね。 この中之島もまさに何もなかったところに作ったわけですけどね。 それは確かにそうかもしれない。 側の街ですもんね。,
,01:35:47:06,01:36:18:18,大津留,,,確かにそうか。 私なんか広島なので、どうしても川のその川沿いっていったら、原爆の跡の不法住宅っていうことが、もう子供の頃から不法住宅、不法住宅ってもうみんな住むとこないので作るわけですよね。 川岸だったらまだ良くて、川の中にも柱立てて作ったりして、それを全部止めるんだというのが一斉に行われて、その代わり何年頃だったかな、私が小学校の頃だったような気がするんですけどね。 私が小学校の頃かな。 60年代の微妙なところで、70年代にそれじゃどこに住むの？っていうので、高層アパートだとかを川沿いに作る。
,01:36:18:18,01:36:19:12,D,,,昭和50年。
,01:36:19:15,01:36:22:05,大津留,,,だったような気がするんですけど、私が考えている。
,01:36:22:09,01:36:29:08,山本,,しかし70年代かな、60年代。 んですが、元町アパートとかってね、いますよね。,
,01:36:29:10,01:36:35:07,大津留,,,そうです。 で、それでもう川きれいになったでしょっていう、これでも不法な住み方しなくていいんですよということなんですけども、別にきれいになるのはいいし、いい住環境に住めるのはいいんですけども、ものすごく大事な歴史の歩みっていうものが、ずっとこうブルドーザーでされて。
,01:36:35:09,01:36:36:11,D,,,とかは川沿いにです。
,01:36:36:11,01:36:37:10,山本,,が、元町アパート。,
,01:36:37:10,01:36:58:12,大津留,,,とかね、そうですね。 それでもう川きれいになったでしょっていう、これでも不法な住み方しなくていいんですよということなんですけども、別にきれいになるのはいいし、いい住環境に住めるのはいいんですけども、ものすごく大事な歴史の歩みっていうものが。
,01:36:58:14,01:37:12:21,山本,,ずっと文字通り一掃されますもんね。 そうなんですね。 公共空間かもしれないけど、ホームレスは排除されたりとかね。 そういういろんな問題がやっぱりあるんだろうというふうに思いますね。,
,01:37:12:23,01:37:23:20,吉田,ますね。 学生連れて一回、1年に一回海外研修行くんですけど、去年はやっぱりスラムっていうものを見てほしくて、ちょっと昔の日本だったらね、あったんでしょうけど、フィリピンまで行って、有名なスラムがいくつかありますけど、そこ回ガイド付けないと入れないんですけど、行って人が生活するっていうのはどういう。,,
,01:37:23:22,01:37:30:08,D,,,フィリピンの有名なスラム街、いくつかありますけど。
,01:37:30:10,01:37:35:03,吉田,ガイド付きなんですけれども。で、人が生活するという。,,
,01:37:35:03,01:37:40:00,D,,,のはどういうものか見てもらいました。
,01:37:40:02,01:37:44:16,山本,,探さなきゃなりますもんね。そういうと。,
,01:37:44:18,01:37:50:17,大津留,,,天王寺の公園もきれい。 してきれいですけど。
,01:37:50:18,01:37:54:18,D,,,どこに行ったんだって思います。
,01:37:54:20,01:38:26:10,山本,,大阪の街もJR大阪の駅前再開発して、いろんな商業施設建ってるんですけどね。 何かやっぱりこうプチ東京っぽくなっちゃうっていうのはきれいで、確かに今風な居心地もいいなと。 確かにバリアフリー化し、床もふかふかですし、居心地はいいんやろうけど、まあまあ、でも何か東京とあまり変わらんなっていうような感じはね。 しちゃいますよね。 それはやっぱりデベロッパーさんの判断なんでしょうけど。,
,01:38:26:12,01:38:47:13,吉田,1言目に2重の安心安全がキーワードですか。 確かに安心と安全は大事なんだけれども、安心安全を作り上げるために、やっぱり我々を失っているものがあるんだっていう意識があるとないとでは、大分構えみたい。,,
,01:38:47:15,01:39:27:21,D,,,と思います。 もちろん東京っぽくなってきてしまうのもそう。 否定的な話で、資本主義とかも関係してくるんだと思うんですけど、そうはいっても残っているものというか、運搬とか、やっぱり東京から見ると大阪と違うとは思うんですが、そこらへんは山本さんとかは残っている部分というのは、だから商人の街みたいな、今一応ブランドがあるというか、当然あるとは思うんですけれども、商人みたいなやつって何かないですか？ 北海道もそうですけど。
,01:39:27:23,01:39:30:23,山本,,残ってる部分ですね。,
,01:39:31:01,01:39:54:02,D,,,"山本さん、確かとその人の名前が度忘れしましたけど、1000とか1,000万とかって何か残っている部分はないですかね。 時間というか独立時間。"
,01:39:54:04,01:41:03:04,山本,,はいはいはいはい。 まず前段階として、私なら出身で外京都で大学で今住んでいるの、兵庫で大阪住んだことないっていうのをまず前提として、前提として申し上げておくんですけど、でも大阪の文化とかっていうのは、もう関西に住んでると避けられないんですよね。 つまり在阪メディアがみんな。 強くて。 で、吉本新喜劇、子どもの頃から見ててみたいな、そういう環境なんで。 あと大大阪時代からのこう、大阪の、何て言うんですか、対東京に対する矜持みたいなものって、奈良に住んでてもそのマスメディアを通して共有されるんですよね。 何かそういう限定でお話していこうっていうふうに思いますけど。 確かにですね、大阪は権力としたたかに向き合ってきた町人精神の街だっていうふうに言われることもあって、そういう人を探そうと思えば確かに探せるんだけれど、どうでしょうね。 私が大きくなってからだったら、そういう精神性とか県民性のレベルで、府民性のレベルでそういったものが共有されてるかどうかっていうのは甚だ怪しいと思いますね。 私が大きくなってから。,
,01:41:03:04,01:41:05:08,大津留,,,だったら。
,01:41:05:10,01:42:30:14,山本,,在阪メディアなりタレントさんなりっていうのが、面白おかしく大阪性を持ち上げていくっていうことの方が目につくっていう気がします。 それは政治家も含めてですけどね。 うん。 で、その前提の上で、でもやっぱり大阪らしいものが残ってるって、いうふうに思うところっていうのはいくつかありますね。 それはやっぱり人間関係のコミュニケーションのあり方ですけど、これはもしかしたら京都もそうなのかもしれませんけどね。 ものすごくこう。 曖昧な形でお前、俺とお前は違うんだって言いながら、でも共存するような形の言葉って結構あるんだろうっていうふうに思うんですよね。 別にアホ一つとってもそうだっていうふうに思うんですけど。 バカにしたり茶化したりしながら、同じ場所で共存していく、そういう機運っていうのは、大阪の文化とまで言っていいかわからないけど、そういうところは至るところで感じますね。 そうそうそうそうそうそう。 いじるって感じですね。 変な人。 SDGSっていうのが。,
,01:42:30:16,01:42:33:11,吉田,出ていることがなんで共生につながるんですか？その場合。,,
,01:42:33:13,01:43:30:16,山本,,例えばめっちゃ怖い人とか、めっちゃ困った人とか、変わってもいっつもかき乱す人とか、あれもああいうやつやからしゃあないわっていう形で排除せずに、もしかしたら心理的には排除してるのかもしれないけど、むしろいじって笑ってもう流してしまう。 そういう困った人の扱い方の懐の深さみたいなことは、確かに東京とかよりは感じやすいかなって思ったりするな。 場所とか空間というよりは、こう、コミュニケーションのあり方に僕は感じることが多いかなって思いますね。 それを強引に繋げると、やっぱり承認の合理性っていうことにも繋がるのかもしれませんけどね。 それはもうお客さんになるかもしれへんけど、排除するようなことは絶対しませんからね。 うん。 ちょっとやや強引かもしれませんけど、そういうコミュニケーションのあり方に感じることが多いかな。 うんうん。 うん、そう思いますね。 サブカルチャーの話になるけど、そういうのって関西の子供たち、テレビの吉本新喜劇とかで教育されてるんですよね。 ヤクザも出てくるし、身体的特徴が著しい人もたくさん出てくるけど、みんな一緒に何か笑ってこけて、何かよくわからんまま共生とが言えるかどうかはわからんけど、何かようわからんままおんなじ空間に居てメデタシメデタシみたいなことっても浴びるように見てるんですよね。,
,01:43:30:18,01:43:31:22,大津留,,,こう言い切ってしまわないって。
,01:43:31:22,01:44:09:00,山本,,子供の頃からそういうメディアの影響が強いかなっていうふうに、私、個人史を振り返ると思いますね。 いい話です。 今でも場所の話になるんですね。 うん。 白い京都のとこですね。,
,01:44:09:02,01:44:09:17,D,,,いい話です。
,01:44:09:21,01:44:14:07,山本,,いやいや。,
,01:44:14:09,01:44:21:08,大津留,,,私どもの広島ですって。 私自身、広島なんですけども、母が生まれたのが中之島にあった阪大病院で、もうあとはなすなき阪大病院で生まれたそうなんです。 知らないけど、なんで祖父の問題が一心寺にあるので、だから結構大阪にはお墓参りと言うんですかね、あれお骨にというか、来てたことがあって、だからわかるということではないんですけども、来てんですかね。
,01:44:21:10,01:44:23:02,山本,,で、白い橋。,
,01:44:23:02,01:44:54:19,大津留,,,外者が来たのよというような扱いは、東京ほどウケがいいかなっていう。
,01:44:54:21,01:45:32:04,山本,,ほんとそうですね。 もともとあって、大大阪時代も県外からの流入だって、船場商人も近江商人が元ですから、そういう移動の中で揉まれてきた都市っていう意味では、確かに伝統と言っていいかもしれない部分かもしれませんね。 何か手を振っている。 多分神戸が通ったよね。 ボートの音が聞こえるもんね。 観光船から。 乗ったことがないとこで見てますね。 それ。,
,01:45:32:06,01:45:38:14,大津留,,,ここは乗ったことないんですけど、大河花火のときは乗ったことがあって。 すごかったです。 大学がひとつ出すということになって、それの。 座らせてもらって。 でもあれ船じゃないんですね。 なんというか、下つながってるんです。
,01:45:38:16,01:45:39:15,山本,,というところで見てますね。,
,01:45:39:15,01:46:22:07,大津留,,,そんなこう、平らなものの上に石を作ってる。 でもああいうので、ここをやっぱり町の中に川があるっていうのは、すごくいろんなことが楽しめる。
,01:46:22:09,01:47:52:02,山本,,の。 こっちの発信できたの。 が、その民主主義の話でいうと。 だから私がさっき民主制と民主主義のところで言ったみたいに。 大げさだけど、文化としての民主主義っていうのがあるとしたら、やっぱりそういったコミュニケーションのところとかにも民主主義の要素っていうのが見出だすこと可能なんじゃないかなって思います。 で、それ私、なんでそういうこと言うかっていうと、敗戦後、占領下の日本の雑誌とか言論を見てるとね、今の私たちだったらとてもそれを民主主義と呼ばないようなこと、平等に点を言い合いましょうとか、まあそれはまあそうか、あるあるかな。 それはあるかもしれへんけど、どう言ったらいいだろうな。 そうですね、間違ってたら違うと思ったら違うと言いましょうとかね。 うん、必ずみんなに相談しましょうとかでもいいし、学校に行けるようになったってこととかまでも民主主義的に捉えられるんですよね。 そういう資料をよく読んでたって経験があるから、やっぱりその生きることと結びついた民主主義みたいなことにどうしても関心がいって。 で、さっき先ほど来、うん、その制度とは別に何かあるんだろうと。 それは変わり続けてるんだけど、かつて日本だったらとても広いものを民主主義と呼んでいたという。 そういうところが特徴の一つかもしんないですね。,
,01:47:52:04,01:48:38:14,吉田,この頃ですからね。 偉大な思想家民主主義について論じた偉大な思想家の本を読むと、仕組みとしての民主主義の話と、やっぱり態度としての民主主義、必ず2つ議論をしてるわけですね。 アリストテレスもそうだし、ルソーもそうだし、あるいはトクヴィルもそうだし。 なので、やっぱり民主主義っていうのはシステムであり仕組みでありっていうのはもちろんそうなんですけれども、日本国憲法に定められているように、一方でそれをやっぱり作り上げる徳というか態度というかね、そういったものがあって初めて仕組みが動くんだということ をどれぐらい日本の教育で教えられてるかどうかっていうところは、やや疑問が残るところではあります。 られてるかどうかというところはやや疑問が残るところではあります。,,
,01:48:38:16,01:49:43:22,大津留,,,よく授業なんかで使うのは、日本の民主主義がパラシュートで上から贈り物として降りてくると、自分たちで勝ち取ったんじゃないのっていう、そういう授業の中では質問を学生にするんですけども、その裏側にあるのが、アメリカの人たちってやっぱり民主主義っていうのは勝ち取ったと思ってて、独立宣言という風に書くんですけども、独立戦争って呼ばないんですね。 REVOLUTIONARYWARって革命戦争だもんさまの手から自分たちが決定権を革命でもって奪い取ったんだ。 だから民主主義っていうのは自分たちのアイデンティティーとしてこう持っていかなきゃいけないんだっていう、そういう奪い取った、勝ち取ったっていうところが日本の人あるんですか？って。 けどね、その負けたらね、お土産のように降ってきたっていう、その絵が正しいかどうかは別として、そういう風に描かれてしまう。 それを嬉しく受け取ったっていう、そういう始まり方でいいんですか？という疑問は確かに投げかけられてるんだろうなと。
